patentNumber,applicationNum,familyID,applicationDate,granted,grantDate,cpcClass,publicationItems,publicationDate,priorityNumber,language,ipc,title,abstract
EP3018008,EP15003158,54476643,"Wed, 04 Nov 2015",1,"Wed, 22 Jun 2022","['B60R 11/00', 'B60R 11/06', 'G01S 13/931']","['EP 3018008 A1', 'EP 3018008 B1']","Wed, 11 May 2016",DE/102014016581,de,"['B60R 11/00', 'B60R 11/06', 'B60W 30/00', 'B60W 30/14', 'G01S 13/93', 'G08G 1/16']",KRAFTFAHRZEUG,"Kraftfahrzeug (1) mit wenigstens einem Sensor (2 - 7) zum Erfassen eines Kraftfahrzeugumfelds, der mittels eines Aktors entlang einer zur Außenhaut (9) des Kraftfahrzeugs (1) nach innen beabstandeten Führung (8) bewegbar ist, wobei der Sensor (2 - 7) entlang der Führung (8) in unterschiedliche Erfassungspositionen bewegbar ist.
"
EP3218644,EP15787473,54364254,"Thu, 29 Oct 2015",1,"Wed, 25 Dec 2019","['F21S 41/141', 'F21S 41/16', 'F21S 41/176', 'F21S 41/24', 'F21S 41/285', 'F21S 41/65']","['EP 3218644 A1', 'EP 3218644 B1']","Wed, 20 Sep 2017",DE/102014016835,de,"['F21S 41/141', 'F21S 41/16', 'F21S 41/176', 'F21S 41/20', 'F21S 41/24', 'F21S 41/65']",HEADLIGHT FOR A MOTOR VEHICLE,
EP3218645,EP15787474,54364255,"Thu, 29 Oct 2015",1,"Wed, 08 Apr 2020","['F21S 41/16', 'F21S 41/176']","['EP 3218645 A1', 'EP 3218645 B1']","Wed, 08 Apr 2020",DE/102014016853,de,"['F21S 41/14', 'F21S 41/16']",EINZELSCHEINWERFER FÜR EIN KRAFTFAHRZEUG,
EP3212971,EP15787568,54364333,"Wed, 28 Oct 2015",1,"Wed, 29 Aug 2018","['F16H 57/0413', 'F16H 59/72']","['EP 3212971 A1', 'EP 3212971 B1']","Wed, 29 Aug 2018",DE/102014016075,de,"['F16H 57/04', 'F16H 59/72']","METHOD FOR DETERMINING A TEMPERATURE IN AN OIL CHAMBER OF A TRANSMISSION DEVICE, AND CORRESPONDING TRANSMISSION DEVICE",
EP3212447,EP15787582,54364344,"Thu, 29 Oct 2015",1,"Wed, 07 Apr 2021","['B60K 6/365', 'B60K 6/387', 'B60K 6/48', 'F16H 48/11']","['EP 3212447 A1', 'EP 3212447 B1']","Wed, 06 Sep 2017",DE/102014016077,de,"['B60K 6/365', 'B60K 6/387', 'B60K 6/48', 'F16H 3/72', 'F16H 48/10', 'F16H 48/36']",DISPOSITIF DE TRANSMISSION POUR VÉHICULE AUTOMOBILE,
EP3215402,EP15787896,54365188,"Thu, 22 Oct 2015",1,"Wed, 11 Dec 2019",B60R 16/037,"['EP 3215402 A1', 'EP 3215402 B1']","Wed, 11 Dec 2019",DE/102014016532,de,B60R 16/037,AUTOMATISCHES EINSTELLEN VON NUTZERDATEN IN EINEM KRAFTFAHRZEUG,
EP3212911,EP15787898,54365189,"Sat, 24 Oct 2015",1,"Wed, 04 Apr 2018",F02B 37/183,"['EP 3212911 A1', 'EP 3212911 B1']","Wed, 06 Sep 2017",DE/102014015882,de,"['F02B 37/18', 'F16K 27/06', 'F16K 3/22', 'F16K 5/06', 'F16K 5/20']",ABGASTURBOLADER FÜR EINE BRENNKRAFTMASCHINE SOWIE VERFAHREN ZUM HERSTELLEN EINES ABGASTURBOLADERS,
EP3215809,EP15787899,54365190,"Tue, 27 Oct 2015",1,"Wed, 12 Dec 2018",G01C 21/3602,"['EP 3215809 A2', 'EP 3215809 B1']","Wed, 12 Dec 2018",DE/102014016550,de,"['G01C 21/36', 'G03B 17/56', 'G06T 7/00', 'G08B 13/196']",METHOD FOR RECORDING REFERENCE DATA AND DEVICE FOR RECORDING REFERENCE DATA,
EP3209518,EP15787942,55698204,"Fri, 23 Oct 2015",1,"Wed, 27 Jan 2021","['B60L 53/62', 'B60L 58/19']","['EP 3209518 A1', 'EP 3209518 B1']","Wed, 30 Aug 2017",DE/102014015802,de,http://data.epo.org/linked-data/def/ipc/B60L11-18,"METHOD FOR OPERATING AN ENERGY STORAGE DEVICE IN A MOTOR VEHICLE, AND MOTOR VEHICLE",
EP3212452,EP15787990,54365239,"Thu, 29 Oct 2015",1,"Wed, 04 Sep 2019",B60K 23/08,"['EP 3212452 A1', 'EP 3212452 B1']","Wed, 06 Sep 2017",DE/102014016078,de,B60K 23/08,METHOD FOR OPERATING A MULTI-AXLE DRIVE DEVICE AND CORRESPONDING MULTI-AXLE DRIVE DEVICE,
EP3224849,EP15788332,54366181,"Sat, 31 Oct 2015",1,"Wed, 05 May 2021","['B60K 37/06', 'G06F 3/016', 'H01H 13/85', 'H03K 17/97']","['EP 3224849 A1', 'EP 3224849 B1']","Wed, 04 Oct 2017",DE/102014017577,de,"['B60K 37/06', 'B60W 50/16', 'G06F 3/01', 'H01H 13/84', 'H01H 13/85', 'H01H 3/00', 'H03K 17/95']",BEDIENEINRICHTUNG UND VERFAHREN ZUM ANSTEUERN VON FUNKTIONSEINHEITEN EINES KRAFTFAHRZEUGS,
EP3085559,EP15003215,54539803,"Tue, 10 Nov 2015",1,"Wed, 10 Jan 2018","['B60H 1/00842', 'B60H 1/00985', 'B60H 1/34', 'B60K 35/00', 'B60K 37/06']","['EP 3085559 A2', 'EP 3085559 A3', 'EP 3085559 B1']","Wed, 10 Jan 2018",DE/102015005126,de,"['B60H 1/00', 'B60H 1/34', 'B60K 35/00', 'B60K 37/06']",METHOD AND CONTROL DEVICE FOR OPERATING AN AIR-CONDITIONING SYSTEM OF A VEHICLE,
EP3224077,EP15790461,54427699,"Thu, 29 Oct 2015",1,"Wed, 17 Oct 2018","['B60K 37/06', 'G06F 3/03547', 'G06F 3/04186']","['EP 3224077 A1', 'EP 3224077 B1']","Wed, 17 Oct 2018",DE/102014017377,de,"['B60K 37/06', 'G06F 3/0354']",METHOD FOR OPERATING AN OPERATOR CONTROL DEVICE OF A MOTOR VEHICLE,
EP3221190,EP15790462,54427700,"Thu, 29 Oct 2015",1,"Wed, 10 Oct 2018","['B62D 15/00', 'G01C 21/3697', 'G06V 20/56', 'G08G 1/165']","['EP 3221190 A1', 'EP 3221190 B1']","Wed, 10 Oct 2018",DE/102014017128,de,"['B60R 11/04', 'G06K9-00']",KRAFTFAHRZEUG,
EP3218889,EP15790464,54427702,"Fri, 30 Oct 2015",1,"Wed, 09 Dec 2020","['G08G 1/056', 'G08G 1/163']","['EP 3218889 A1', 'EP 3218889 B1']","Wed, 20 Sep 2017",DE/102014016625,de,"['G08G 1/056', 'G08G 1/16']",KRAFTFAHRZEUG MIT GEISTERFAHRERERKENNUNG,
EP3215407,EP15790465,54427703,"Sat, 31 Oct 2015",0,,"['B60W 20/12', 'B60W 20/16', 'B60W 50/0097']",EP 3215407 A1,"Wed, 13 Sep 2017",DE/102014016420,de,"['B60W 20/12', 'B60W 20/16', 'B60W 50/00']",METHOD FOR OPERATING A MOTOR VEHICLE AND CORRESPONDING MOTOR VEHICLE,
EP3234756,EP15790466,54427704,"Sat, 31 Oct 2015",0,,"['B60K 35/00', 'B60K 37/06', 'G06F 3/0488']",EP 3234756 A1,"Wed, 25 Oct 2017",DE/102014019040,de,G06F 3/0488,METHOD FOR OPERATING AN OPERATOR CONTROL DEVICE OF A MOTOR VEHICLE IN MULTI-FINGER OPERATION,
EP3215763,EP15790528,54427743,"Tue, 03 Nov 2015",1,"Wed, 09 May 2018","['F16H 57/0436', 'F16H 57/0447', 'F16H 61/0031', 'F16H 61/12']","['EP 3215763 A1', 'EP 3215763 B1']","Wed, 13 Sep 2017",DE/102014016421,de,"['F16H 57/04', 'F16H 61/12']","METHOD FOR OPERATING A FLUID-GUIDING DEVICE, AND CORRESPONDING FLUID-GUIDING DEVICE",
EP3215811,EP15790837,54476893,"Sat, 31 Oct 2015",1,"Wed, 20 Feb 2019",G01D 5/2013,"['EP 3215811 A1', 'EP 3215811 B1']","Wed, 20 Feb 2019",DE/102014016189,de,"['F01L9-04', 'G01D 5/20', 'H01F 7/18']",BESTIMMUNG EINER POSITION EINES BEWEGLICHEN ELEMENTES EINES FÜR EIN KRAFTFAHRZEUG BESTIMMTEN LINEARAKTUATORS,
EP3215382,EP15790838,54476894,"Tue, 03 Nov 2015",0,,"['B60K 25/02', 'B60K 6/40', 'B60K 6/405', 'B60K 6/48']",EP 3215382 A1,"Wed, 13 Sep 2017",DE/102014016172,de,"['B60K 5/02', 'B60K 6/40', 'B60K 6/405', 'B60K 6/48', 'B60K 6/50']",ANTRIEBSVORRICHTUNG FÜR EIN HYBRIDGETRIEBENES KRAFTFAHRZEUG,
EP3215925,EP15791500,54478696,"Thu, 29 Oct 2015",0,,"['B60K 35/00', 'B60K 37/06', 'G06F 3/0488', 'H04M 1/6091']",EP 3215925 A1,"Wed, 13 Sep 2017",DE/102014016326,de,"['B60K 37/00', 'G06F 3/0488', 'H04M 1/60']","METHOD FOR OPERATING AN INFOTAINMENT SYSTEM OF A MOTOR VEHICLE, AND INFOTAINMENT SYSTEM FOR A MOTOR VEHICLE",
EP3215387,EP15791576,54478746,"Thu, 05 Nov 2015",1,"Wed, 13 Jun 2018","['B60K 23/0808', 'B60W 50/0097']","['EP 3215387 A1', 'EP 3215387 B1']","Wed, 13 Jun 2018",DE/102014016437,de,B60K 23/08,"METHOD FOR OPERATING A MULTI-AXLE POWERTRAIN FOR A MOTOR VEHICLE, AND CORRESPONDING MULTI-AXLE POWERTRAIN",
EP3212453,EP15793702,54540000,"Tue, 27 Oct 2015",1,"Wed, 25 Dec 2019","['B60K 35/00', 'B60K 37/06', 'G06F 3/04883', 'G06F 3/04886']","['EP 3212453 A1', 'EP 3212453 B1']","Wed, 25 Dec 2019",DE/102014016222,de,"['B60K 35/00', 'B60K 37/06', 'B60W 50/10', 'G06F 3/01', 'G06F 3/0488']",METHOD AND SYSTEM FOR OPERATING A TOUCH-SENSITIVE DISPLAY DEVICE OF A MOTOR VEHICLE,
EP3234743,EP15793705,54540003,"Sat, 31 Oct 2015",1,"Wed, 06 Mar 2019","['B60K 35/00', 'B60K 37/06', 'G06F 3/0414', 'G06F 3/04883', 'G06F 3/04886']","['EP 3234743 A1', 'EP 3234743 B1']","Wed, 06 Mar 2019",DE/102014019005,de,"['B60K 35/00', 'B60K 37/06', 'G06F 3/041', 'G06F 3/0488']","METHOD FOR OPERATING AN OPERATING DEVICE OF A MOTOR VEHICLE IN DIFFERENT OPERATING MODES, OPERATING DEVICE, AND MOTOR VEHICLE",
EP3215388,EP15793750,54540039,"Wed, 04 Nov 2015",1,"Wed, 13 Jun 2018",B60K 23/08,"['EP 3215388 A1', 'EP 3215388 B1']","Wed, 13 Jun 2018",DE/102014016374,de,B60K 23/08,METHOD FOR OPERATING A MULTI-AXLE DRIVE DEVICE AND CORRESPONDING MULTI-AXLE DRIVE DEVICE,
EP3215389,EP15793754,54540043,"Thu, 05 Nov 2015",1,"Wed, 17 Apr 2019",B60K 23/0808,"['EP 3215389 A1', 'EP 3215389 B1']","Wed, 17 Apr 2019",DE/102014016450,de,B60K 23/08,METHOD FOR OPERATING A MULTI-AXLE DRIVE TRAIN FOR A MOTOR VEHICLE AND CORRESPONDING MULTI-AXLE DRIVE TRAIN,
EP3215764,EP15793761,54540050,"Fri, 06 Nov 2015",1,"Wed, 04 Jul 2018","['B60K 23/08', 'F16H 61/12']","['EP 3215764 A1', 'EP 3215764 B1']","Wed, 04 Jul 2018",DE/102014016376,de,"['B60K 23/08', 'F16H 61/12']",METHOD FOR OPERATING A MOTOR VEHICLE COMPRISING AN ALL-WHEEL DRIVE THAT CAN BE ENABLED AND DISABLED BY DETERMINING AN ANGULAR ACCELERATION OF COMPONENTS WHICH ARE UNCOUPLED WHEN THE ALL-WHEEL DRIVE IS DISABLED,
EP3221619,EP15793767,54540055,"Fri, 06 Nov 2015",1,"Wed, 05 Aug 2020","['F16H 61/12', 'F16H 63/3483', 'F16H 63/3491']","['EP 3221619 A1', 'EP 3221619 B1']","Wed, 27 Sep 2017",DE/102014017172,de,F16H 63/34,METHOD FOR OPERATING AN AUTOMATIC TRANSMISSION APPARATUS AND CORRESPONDING AUTOMATIC TRANSMISSION APPARATUS,
EP3221785,EP15794077,54541011,"Fri, 30 Oct 2015",1,"Wed, 23 May 2018","['G06F 9/451', 'G06F 9/541']","['EP 3221785 A1', 'EP 3221785 B1']","Wed, 23 May 2018",DE/102014017141,de,"['G06F 9/44', 'G06F 9/54']",COMMANDE D'UN SERVICE EN LIGNE AU MOYEN D'UN DISPOSITIF DE COMMANDE D'UN VÉHICULE AUTOMOBILE,
EP3215866,EP15794461,54542198,"Tue, 27 Oct 2015",1,"Wed, 08 Apr 2020","['G01S 13/04', 'G01S 13/931', 'G01S 7/03', 'H01Q 1/3233', 'H01Q 1/3275', 'H01Q 1/3283', 'H01Q 25/005']","['EP 3215866 A1', 'EP 3215866 B1']","Wed, 08 Apr 2020",DE/102014016805,de,"['E05C 17/00', 'G01S 13/04', 'G01S 13/931', 'G01S 7/02', 'G01S 7/03', 'H01Q 1/32', 'H01Q 25/00']","CAPTEUR RADAR POUR L'UTILISATION À UNE PARTIE D'UN VÉHICULE, VÉHICULE ET PROCÉDÉ POUR L'OPERATION D'UN CAPTEUR RADAR",
EP3215014,EP15794462,55753429,"Fri, 30 Oct 2015",0,,"['A61B 5/18', 'B60K 28/06', 'B60W 40/08', 'B60W 50/0098', 'B60W 50/14']",EP 3215014 A1,"Wed, 13 Sep 2017",DE/102014115976,de,"['A61B 5/18', 'B60K 28/06', 'B60W 40/08', 'B60W 50/00', 'B60W 50/14']",SYSTEM AND METHOD FOR MONITORING THE STATE OF HEALTH AND/OR THE WELL-BEING OF A VEHICLE OCCUPANT,
EP3215762,EP15794499,54542222,"Tue, 03 Nov 2015",1,"Wed, 09 Jan 2019","['F16H 57/0441', 'F16H 57/045', 'F16H 57/0456']","['EP 3215762 A1', 'EP 3215762 B1']","Wed, 09 Jan 2019",DE/102014016173,de,F16H 57/04,ANTRIEBSEINRICHTUNG FÜR EIN KRAFTFAHRZEUG,
EP3164301,EP15794826,54545070,"Fri, 13 Nov 2015",1,"Wed, 07 Mar 2018",B60R 16/03,"['EP 3164301 A1', 'EP 3164301 B1']","Wed, 07 Mar 2018",DE/102014019435,de,B60R 16/023,"METHOD FOR OPERATING AN INFOTAINMENT SYSTEM, INFOTAINMENT SYSTEM AND VEHICLE",
EP3221567,EP15795113,54548130,"Tue, 10 Nov 2015",1,"Wed, 07 Oct 2020",F01L 13/0036,"['EP 3221567 A1', 'EP 3221567 B1']","Wed, 27 Sep 2017",DE/102014017036,de,F01L 13/00,DISTRIBUTION À SOUPAPES POUR UN MOTEUR À COMBUSTION INTERNE ET MOTEUR À COMBUSTION INTERNE CORRESPONDANT,
EP3221615,EP15797107,54557433,"Thu, 19 Nov 2015",1,"Wed, 13 May 2020","['B60K 23/02', 'F16H 59/0204', 'F16H 61/0248']","['EP 3221615 A1', 'EP 3221615 B1']","Wed, 13 May 2020",DE/102014017175,de,"['B60K 23/02', 'F16H 59/02', 'F16H 61/02']",METHOD AND DEVICE FOR OPERATING A MOTOR VEHICLE,
EP3215390,EP15797029,54557375,"Thu, 05 Nov 2015",1,"Wed, 13 Jun 2018",B60K 23/08,"['EP 3215390 A1', 'EP 3215390 B1']","Wed, 13 Jun 2018",DE/102014016451,de,B60K 23/08,"METHOD FOR OPERATING A MULTI-AXLE DRIVE TRAIN FOR A MOTOR VEHICLE, AND CORRESPONDING MULTI-AXLE DRIVE TRAIN",
EP3224074,EP15797258,54601732,"Thu, 19 Nov 2015",1,"Wed, 25 Jul 2018","['B60J 7/146', 'B60J 7/201']","['EP 3224074 A1', 'EP 3224074 B1']","Wed, 04 Oct 2017",DE/102014017518,de,"['B60J 7/14', 'B60J 7/20']",KRAFTFAHRZEUG,
EP3221772,EP15797254,54601728,"Fri, 30 Oct 2015",0,,"['B60K 37/06', 'G06F 3/017', 'G06F 3/0304']",EP 3221772 A1,"Wed, 27 Sep 2017",DE/102014017166,de,"['B60K 37/00', 'G06F 3/01', 'G06F 3/03', 'G06K 1/00']","METHOD FOR OPERATING AN OBJECT RATING APPARATUS FOR A MOTOR VEHICLE, OBJECT RATING APPARATUS FOR A MOTOR VEHICLE AND MOTOR VEHICLE HAVING AN OBJECT RATING APPARATUS",
EP3028896,EP15003338,54705346,"Sat, 21 Nov 2015",1,"Wed, 16 Sep 2020","['B60Q 1/085', 'B60Q 1/12', 'F21S 41/143', 'F21S 41/151', 'F21S 41/16', 'F21S 41/635']","['EP 3028896 A1', 'EP 3028896 B1']","Wed, 08 Jun 2016",DE/102014017978,de,"['B60Q 1/08', 'B60Q 1/12', 'F21S8-10', 'F21V 14/06']","BELEUCHTUNGSVORRICHTUNG FÜR EIN KRAFTFAHRZEUG, KRAFTFAHRZEUG MIT EINER BELEUCHTUNGSVORRICHTUNG UND VERFAHREN ZUM BETREIBEN EINER BELEUCHTUNGSVORRICHTUNG","Die Erfindung betrifft eine Beleuchtungsvorrichtung (12) für ein Kraftfahrzeug (10), mit zumindest einer adaptiven Beleuchtungseinheit (18, 20), welche eine unbeweglich angeordnete Beleuchtungsquelle (24) und wenigstens ein zumindest teilweise in einem Strahlengang (26) der Beleuchtungsquelle (24) angeordnetes optisches Bauelement (28) sowie eine Verstelleinrichtung (30) umfasst, welche dazu ausgebildet ist, das optische Bauelement (28) zu bewegen, wobei die Verstelleinrichtung (30) einen mikromechanischen Aktor umfasst, wobei das optische Bauelement (28) derart angeordnet und ausgebildet ist, dass aus einer Bewegung des optischen Bauelements (28) mittels des mikromechanischen Aktors eine Verschwenkung eines mittels der Beleuchtungsquelle (24) im Zusammenwirken mit dem optischen Bauelement (28) erzeugbaren Lichtkegels (32, 32a, 32b) resultiert. Des Weiteren betrifft die Erfindung ein Kraftfahrzeug (10) mit einer Beleuchtungsvorrichtung (12) sowie ein Verfahren zum Betreiben einer Beleuchtungsvorrichtung (12).
"
EP3221617,EP15797669,54608531,"Fri, 20 Nov 2015",1,"Wed, 03 Mar 2021",F16H 61/0213,"['EP 3221617 A1', 'EP 3221617 B1']","Wed, 27 Sep 2017",DE/102014017174,de,F16H 61/02,"METHOD FOR OPERATING A TRANSMISSION DEVICE FOR A MOTOR VEHICLE, AND CORRESPONDING TRANSMISSION DEVICE",
EP3028892,EP15003392,54754406,"Sat, 28 Nov 2015",1,"Wed, 11 Jul 2018","['B60L 53/126', 'B60L 53/36', 'B60L 53/37']","['EP 3028892 A1', 'EP 3028892 B1']","Wed, 08 Jun 2016",DE/102014017800,de,http://data.epo.org/linked-data/def/ipc/B60L11-18,METHOD FOR POSITIONING A MOTOR VEHICLE IN A LOADING POSITION AND MOTOR VEHICLE,"Verfahren zur Positionierung eines Kraftfahrzeugs in einer zum kontaktloses Laden eines Energiespeichers des Kraftfahrzeugs durch eine Ladeplatte geeigneten Ladeposition, umfassend die Schritte:
a. Erfassen einer die relative Position der Ladeposition zu dem Kraftfahrzeug beschreibenden ersten Positionsinformation durch eine erste Erfassungseinrichtung mit einer ersten Erfassungsreichweite,
b. Führen des Kraftfahrzeugs in Richtung der Ladeposition durch Auslösen wenigstens eines von der ersten Positionsinformation abhängigen, längs- und/oder querführenden Fahreingriffs und/oder Auslösen wenigstens eines die Führung des Kraftfahrzeugs betreffenden, von der ersten Positionsinformation abhängigen Fahrhinweises an einen Fahrer des Kraftfahrzeugs durch eine Steuereinrichtung des Kraftfahrzeugs
c. Erfassen der zweiten Positionsinformation durch eine zweite Erfassungseinrichtung mit einer gegenüber der ersten Erfassungsreichweite kürzeren zweiten Erfassungsreichweite, und
d. Führen des Kraftfahrzeugs zu der Ladeposition durch Auslösen wenigstens eines von der zweiten Positionsinformation abhängigen, längs- und/oder querführenden weiteren Fahreingriffs und/oder Auslösen wenigstens eines die Führung des Kraftfahrzeugs betreffenden, von der zweiten Positionsinformation abhängigen weiteren Fahrhinweises an einen Fahrer des Kraftfahrzeugs durch die Steuereinrichtung des Kraftfahrzeugs.
"
EP3224532,EP15797852,54695658,"Mon, 16 Nov 2015",1,"Wed, 11 Mar 2020","['F21S 41/16', 'F21S 41/176', 'F21S 41/663', 'F21S 41/675', 'F21S 45/70']","['EP 3224532 A1', 'EP 3224532 B1']","Wed, 04 Oct 2017",DE/102014017521,de,"['F21S 41/14', 'F21S 41/16', 'F21S 41/663', 'F21S 41/675', 'F21S 45/70', 'G02B 26/08']","BELEUCHTUNGSEINRICHTUNG FÜR EIN KRAFTFAHRZEUG, KRAFTFAHRZEUG MIT EINEM SCHEINWERFER MIT EINER BELEUCHTUNGSEINRICHTUNG UND VERFAHREN ZUM BETREIBEN EINER BELEUCHTUNGSEINRICHTUNG",
EP3227604,EP15797856,54695661,"Sat, 21 Nov 2015",1,"Wed, 22 Jul 2020","['F21S 41/16', 'F21S 41/176', 'F21S 41/663', 'F21S 41/675']","['EP 3227604 A1', 'EP 3227604 B1']","Wed, 22 Jul 2020",DE/102014017919,de,F21S 41/675,"METHOD FOR OPERATING A LIGHTING DEVICE OF A MOTOR VEHICLE AND MOTOR VEHICLE, LIGHTING DEVICE",
EP3227713,EP15801119,54705151,"Sat, 21 Nov 2015",1,"Wed, 31 Jul 2019","['G01S 13/86', 'G01S 13/931', 'G01S 7/40']","['EP 3227713 A1', 'EP 3227713 B1']","Wed, 31 Jul 2019",DE/102014017912,de,"['G01S 13/86', 'G01S 13/93', 'G01S 7/40']","METHOD FOR SELF-DIAGNOSIS OF AN AMBIENT SENSOR ON A MOTOR VEHICLE, AND MOTOR VEHICLE",
EP3224072,EP15801120,54705152,"Tue, 24 Nov 2015",1,"Wed, 01 May 2019","['B60J 5/10', 'E05F 15/611']","['EP 3224072 A1', 'EP 3224072 B1']","Wed, 04 Oct 2017",DE/102014017576,de,"['B60J 5/10', 'E05F 15/70', 'E05F 15/71']",METHOD FOR OPERATING A MOVING DEVICE,
EP3233566,EP15801331,54705552,"Fri, 27 Nov 2015",1,"Wed, 08 Apr 2020","['B60N 2/02', 'B60N 2/22', 'B60N 2/797']","['EP 3233566 A1', 'EP 3233566 B1']","Wed, 08 Apr 2020",DE/102014019125,de,"['B60N 2/02', 'B60N 2/22', 'B60N 2/75']",CONTROLLING OF A DEVICE DEPENDING ON INCLINATION OF A SEAT,
EP3034358,EP15003465,54834601,"Sat, 05 Dec 2015",1,"Wed, 07 Mar 2018","['B60Q 1/346', 'G01C 21/3641']","['EP 3034358 A1', 'EP 3034358 B1']","Wed, 07 Mar 2018",DE/102014019193,de,"['B60Q 1/34', 'G01C 21/36', 'G08G 1/16']",DISPOSITIF D'ASSISTANCE AU CONDUCTEUR POUR UN VEHICULE AUTOMOBILE ET SON PROCEDE DE CONTROLE,
EP3045763,EP15003466,54834602,"Sat, 05 Dec 2015",1,"Wed, 25 Nov 2020","['F16C 27/063', 'F16F 1/38', 'F16F 1/393']","['EP 3045763 A1', 'EP 3045763 B1']","Wed, 20 Jul 2016",DE/102015000568,de,"['F16C 27/06', 'F16F 1/38', 'F16F 1/393']",GUMMI-METALL-HÜLSENLAGER,"Die Erfindung betrifft Gummi-Metall-Hülsenlager (10), umfassend eine Außenhülse (12) mit einer ersten Außenkante (12a) und einer in axialer Richtung (a) betrachtet gegenüberliegend angeordneten zweiten Außenkante (12b), eine konzentrisch zur Außenhülse (12) angeordnete Innenhülse (14), sowie eine zwischen der Außenhülse (12) und der Innenhülse (14) liegende und konzentrisch zu diesen angeordnete und durch jeweils eine Elastomerschicht (18, 20) mit diesen verbundene Zwischenhülse (16). Die Erfindung zeichnet sich dadurch aus, dass die Außenkanten (12a, 12b) der Außenhülse (12) jeweils mindestens zwei abschnittsweise radial nach innen eingedrückte Außenkantenbereiche (12-1, 12-2) aufweist.
"
EP3045933,EP15003467,54834603,"Sat, 05 Dec 2015",1,"Wed, 30 Aug 2017","['G01S 13/89', 'G01S 13/931', 'G01S 7/41']","['EP 3045933 A1', 'EP 3045933 B1']","Wed, 30 Aug 2017",DE/102015000425,de,"['G01S 13/89', 'G01S 13/93', 'G01S 7/41']",METHOD FOR OPERATING A DRIVER ASSISTANCE SYSTEM OF A MOTOR VEHICLE AND MOTOR VEHICLE,
EP3034379,EP15003468,54783334,"Sat, 05 Dec 2015",1,"Wed, 30 May 2018","['B62D 1/181', 'B62D 15/029', 'G01C 21/3652']","['EP 3034379 A1', 'EP 3034379 B1']","Wed, 30 May 2018",DE/102014019130,de,"['B60W 40/02', 'B60W 50/16', 'B62D 1/181', 'B62D 15/02', 'G01C 21/36']",DEVICE AND METHOD FOR HAPTIC NAVIGATION SUPPORT FOR THE DRIVER OF A VEHICLE,
EP3032747,EP15198568,54936757,"Wed, 09 Dec 2015",1,"Wed, 20 Feb 2019","['B60K 35/00', 'G06F 3/016', 'G06F 3/03547', 'G06F 3/03548', 'H03K 17/9622']","['EP 3032747 A1', 'EP 3032747 B1']","Wed, 20 Feb 2019",DE/102014018355,de,H03K 17/96,KRAFTFAHRZEUG MIT BRUCHGESCHÜTZTEM TOUCHPAD,
EP3231066,EP15801990,54754585,"Thu, 26 Nov 2015",1,"Wed, 05 Feb 2020","['H02K 11/014', 'H02K 3/42', 'H02K 3/487']","['EP 3231066 A2', 'EP 3231066 B1']","Wed, 05 Feb 2020",DE/102014018338,de,"['H02K 11/01', 'H02K 3/42', 'H02K 3/487']",ELECTRIC MACHINE AND MOTOR VEHICLE,
EP3234684,EP15801674,54707737,"Fri, 20 Nov 2015",1,"Wed, 06 May 2020","['B60J 3/02', 'G02B 27/0093', 'G02B 27/0101']","['EP 3234684 A1', 'EP 3234684 B1']","Wed, 06 May 2020",DE/102014019160,de,"['B60J 3/00', 'B60J 3/02', 'G02B 27/00', 'G02B 27/01']",METHOD FOR REDUCING REFLECTION WHEN OPERATING A HEAD-UP DISPLAY OF A MOTOR VEHICLE,
EP3245085,EP15804672,54782652,"Thu, 26 Nov 2015",0,,"['B60K 17/08', 'B60K 23/08', 'B60K 5/08', 'B60K 6/24', 'B60K 6/365', 'B60K 6/48', 'B60W 20/10', 'B60W 50/0097']",EP 3245085 A1,"Wed, 22 Nov 2017",DE/102015000466,de,"['B60K 5/08', 'B60K 6/24', 'B60K 6/365', 'B60K 6/48', 'B60W 20/10', 'B60W 50/00']",ANTRIEBSVORRICHTUNG FÜR EIN KRAFTFAHRZEUG UND KRAFTFAHRZEUG,
EP3234974,EP15804673,54782653,"Fri, 27 Nov 2015",1,"Wed, 30 Jan 2019","['H01H 13/705', 'H01H 13/85']","['EP 3234974 A1', 'EP 3234974 B1']","Wed, 25 Oct 2017",DE/102014019248,de,"['H01H 13/705', 'H01H 13/85']","BEDIENVORRICHTUNG FÜR EIN FAHRZEUG, INSBESONDERE EINEN PERSONENKRAFTWAGEN",
EP3040531,EP15003512,54849740,"Thu, 10 Dec 2015",1,"Wed, 21 Feb 2018","['F01N 11/002', 'F01N 9/002']","['EP 3040531 A1', 'EP 3040531 B1']","Wed, 06 Jul 2016",DE/102014019642,de,"['F01N 11/00', 'F01N 9/00']",METHOD FOR OPERATING AN EXHAUST GAS CLEANING DEVICE AND CORRESPONDING EXHAUST GAS CLEANING DEVICE,"Die Erfindung betrifft ein Verfahren zum Betreiben einer Abgasreinigungseinrichtung mit einem Partikelfilter, wobei mittels Drucksensoren ein Istdruckverlust über den Partikelfilter ermittelt wird. Dabei ist vorgesehen, dass anhand wenigstens einer Zustandsgröße ein Modelldruckverlust bestimmt wird, wobei anhand des Istdruckverlusts und des Modelldruckverlusts ein Druckquotient ermittelt und in einem Diagnosebetrieb anhand des Druckquotients auf einen Zustand des Partikelfilters geschlossen wird. Die Erfindung betrifft weiterhin eine Abgasreinigungseinrichtung.
"
